"date","open","high","low","volume","close"
2007-01-03,231.494354,236.789917,229.065155,15513200,232.28421
2007-01-04,232.984665,240.411362,232.661758,15877700,240.068588
2007-01-05,239.69104,242.174881,237.510223,13833500,242.020889
2007-01-08,242.269272,243.352234,239.542007,9570600,240.227554
2007-01-09,241.156509,242.54747,239.045242,10832700,241.181351
2007-01-10,240.649811,245.180344,239.462524,12014600,243.14856
2007-01-11,246.993546,249.253845,246.486847,14510100,248.245407
2007-01-12,249.373062,250.868347,248.384491,9005500,250.868347
2007-01-16,252.135101,254.842499,250.023834,15236200,250.510666
2007-01-17,250.068542,252.2444,245.592651,13485200,247.033279
2007-01-18,245.662201,246.635864,242.140106,11941100,242.338821
2007-01-19,242.41333,243.794357,241.797348,10021200,243.292618
2007-01-22,244.658737,244.733246,237.703964,10878900,238.866409
2007-01-23,238.841568,240.808777,237.102875,9391600,237.977188
2007-01-24,240.659744,248.155991,240.083481,12197400,247.922501
2007-01-25,248.881271,250.619965,241.260834,12819800,242.467987
2007-01-26,243.878799,247.341278,241.941406,11064400,246.317932
2007-01-29,247.390961,247.763535,243.665192,9613400,244.643829
2007-01-30,245.403885,247.390961,244.022873,8415200,245.562851
2007-01-31,246.640839,250.868347,246.154007,24570900,249.129654
2007-02-01,251.365112,251.370087,239.209167,31521000,239.318466
2007-02-02,239.745682,240.932968,237.361191,12654600,239.194275
2007-02-05,237.207199,237.455582,231.588745,14507500,232.070602
2007-02-06,232.537567,235.120773,232.120285,10712900,234.216644
2007-02-07,235.379089,235.64238,232.875366,8293100,233.486389
2007-02-08,232.512726,235.344315,231.072098,8206400,233.993103
2007-02-09,234.301102,234.812775,229.258896,9780400,229.452637
2007-02-12,228.851547,229.701019,226.039825,11583800,227.664261
2007-02-13,228.091492,229.89476,227.152588,8178000,228.06665
2007-02-14,228.513733,233.04924,228.126251,11471600,231.459579
2007-02-15,231.494354,231.558929,228.871414,8137300,229.243988
2007-02-16,229.904694,233.555939,229.537079,12434200,233.45163
2007-02-20,232.721375,234.847549,230.853516,8188000,234.524643
2007-02-21,233.401947,237.793381,232.358734,11354500,236.392502
2007-02-22,237.798355,240.55542,235.662247,11562400,236.387527
2007-02-23,236.337845,236.933975,232.388535,7815600,233.789429
2007-02-26,234.887283,236.089462,230.376617,7991400,230.962814
2007-02-27,226.029892,228.414383,222.140198,18746600,222.935028
2007-02-28,223.749725,225.369186,220.088531,16169000,223.272827
2007-03-01,219.904724,224.74823,218.578354,17483300,222.666763
2007-03-02,221.116852,222.900253,217.922623,13252700,217.922623
2007-03-05,217.097992,221.310593,217.088058,12792800,219.050293
2007-03-06,222.28923,228.016968,222.244507,15165300,227.296661
2007-03-07,229.850052,230.073593,225.677185,13153100,226.347824
2007-03-08,228.126251,231.245972,225.582794,10795300,225.890793
2007-03-09,227.520203,227.718903,223.595718,10020000,225.016479
2007-03-12,224.822739,226.154083,224.097458,6975800,225.905701
2007-03-13,223.600693,224.504807,219.984207,12837400,220.083572
2007-03-14,220.182922,222.880371,218.081589,16138000,222.552505
2007-03-15,222.482956,223.456635,220.535629,7939500,221.653366
2007-03-16,221.385101,221.906708,218.523712,11391800,219.00061
2007-03-19,220.192856,222.800888,218.891327,10462800,222.169998
2007-03-20,221.454651,222.353806,220.36673,6887500,221.201294
2007-03-21,221.211227,226.809814,221.166519,11671900,226.799881
2007-03-22,226.332916,229.591721,224.802872,11435200,229.527145
2007-03-23,229.234055,230.197784,227.063171,8276000,229.422821
2007-03-26,228.786957,230.997589,226.337891,9481800,230.997589
2007-03-27,230.277267,231.111847,228.682632,7530900,230.312042
2007-03-28,229.442703,231.216156,228.588257,9242800,229.447662
2007-03-29,230.774033,231.494354,226.029892,8028800,228.970764
2007-03-30,229.556946,230.202759,226.596207,6804200,227.599686
2007-04-02,227.40097,227.783493,224.599197,6941700,227.783493
2007-04-03,230.52565,235.592697,230.500809,13088100,234.773026
